order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount,channel
O000993,2025-10-03,C0187,P0025,8,47.4,0,379.2,Online
O000994,2024-01-04,C0031,P0029,3,135.15,0,405.45,Partner
O000995,2025-05-24,C0196,P0009,1,272.35,0.05,258.73,In-Store
O000996,2025-05-20,C0140,P0026,1,73.21,0.1,65.89,Online
O000997,2025-02-23,C0056,P0019,8,120.65,0.05,916.94,In-Store
O000998,2025-07-14,C0021,P0020,1,97.17,0,97.17,In-Store
O000999,2024-07-08,C0159,P0021,4,43.43,0,173.72,Online
O001000,2024-05-28,C0015,P0021,6,43.43,0,260.58,Online
O001001,2024-03-30,C0171,P0019,5,120.65,0,603.25,Online
O001002,2025-11-19,C0028,P0014,3,199.28,0,597.84,In-Store
O001003,2025-08-15,C0157,P0022,3,391.51,0.05,1115.8,In-Store
O001004,2025-01-12,C0010,P0003,5,314.36,0,1571.8,In-Store
O001005,2025-07-17,C0018,P0025,7,47.4,0.2,265.44,Online
O001006,2025-12-12,C0075,P0016,3,250.04,0,750.12,In-Store
O001007,2024-08-02,C0085,P0017,7,100.03,0.1,630.19,Partner
O001008,2025-08-08,C0054,P0020,1,97.17,0,97.17,Partner
O001009,2025-12-06,C0162,P0017,2,100.03,0.05,190.06,Partner
O001010,2024-11-20,C0181,P0010,7,217.18,0.1,1368.23,In-Store
O001011,2025-09-21,C0135,P0019,6,120.65,0,723.9,Partner
O001012,2024-07-03,C0128,P0017,8,100.03,0.05,760.23,Partner
O001013,2024-01-02,C0060,P0023,5,306.06,0,1530.3,Online
O001014,2024-07-31,C0007,P0015,2,220.08,0.15,374.14,Partner
O001015,2024-12-24,C0107,P0014,1,199.28,0,199.28,Partner
O001016,2024-07-25,C0164,P0007,1,39.48,0.15,33.56,Partner
O001017,2024-11-03,C0073,P0009,2,272.35,0,544.7,Partner
O001018,2025-12-03,C0141,P0011,1,382.02,0,382.02,In-Store
O001019,2024-06-28,C0088,P0013,1,355.88,0.2,284.7,Online
O001020,2025-05-05,C0085,P0027,6,125.39,0.15,639.49,In-Store
O001021,2024-06-08,C0010,P0021,3,43.43,0.05,123.78,Partner
O001022,2025-02-27,C0118,P0029,6,135.15,0.05,770.36,Partner
O001023,2025-11-25,C0015,P0027,5,125.39,0.1,564.26,In-Store
O001024,2025-08-14,C0143,P0018,1,276.28,0,276.28,Partner
O001025,2024-06-01,C0085,P0026,6,73.21,0,439.26,In-Store
O001026,2025-07-01,C0008,P0011,7,382.02,0.15,2273.02,Online
O001027,2025-09-01,C0147,P0020,7,97.17,0,680.19,Online
O001028,2024-02-02,C0193,P0010,6,217.18,0.15,1107.62,In-Store
O001029,2025-01-15,C0106,P0003,8,314.36,0,2514.88,In-Store
O001030,2024-04-24,C0078,P0007,5,39.48,0,197.4,In-Store
O001031,2025-03-30,C0010,P0025,4,47.4,0,189.6,Partner
O001032,2024-06-06,C0007,P0026,8,73.21,0.1,527.11,Online
O001033,2025-06-20,C0088,P0030,8,30.0,0.15,204.0,In-Store
O001034,2024-04-10,C0199,P0011,3,382.02,0.2,916.85,Partner
O001035,2024-02-07,C0174,P0005,4,252.32,0.15,857.89,In-Store
O001036,2024-11-14,C0100,P0023,2,306.06,0,612.12,Online
O001037,2025-04-23,C0176,P0028,2,19.35,0,38.7,Online
O001038,2025-08-14,C0027,P0017,5,100.03,0,500.15,In-Store
O001039,2024-07-24,C0164,P0029,4,135.15,0,540.6,Online
O001040,2025-03-27,C0074,P0009,6,272.35,0.2,1307.28,Partner
O001041,2024-10-07,C0031,P0009,3,272.35,0,817.05,Online
O001042,2025-07-09,C0004,P0020,2,97.17,0,194.34,In-Store
O001043,2025-12-22,C0141,P0011,5,382.02,0,1910.1,In-Store
O001044,2024-11-14,C0147,P0008,3,136.8,0,410.4,Partner
O001045,2024-05-13,C0087,P0018,8,276.28,0,2210.24,Online
O001046,2025-01-27,C0121,P0029,1,135.15,0,135.15,Online
O001047,2025-12-22,C0023,P0014,7,199.28,0,1394.96,Partner
O001048,2024-12-30,C0152,P0021,8,43.43,0.1,312.7,In-Store
O001049,2025-11-17,C0086,P0027,4,125.39,0.15,426.33,Partner
O001050,2024-05-14,C0021,P0030,8,30.0,0.1,216.0,Online
O001051,2024-11-13,C0179,P0015,2,220.08,0.05,418.15,Partner
O001052,2024-08-25,C0165,P0023,8,306.06,0.05,2326.06,Online
O001053,2025-02-05,C0037,P0028,5,19.35,0,96.75,Online
O001054,2024-11-28,C0180,P0030,6,30.0,0.2,144.0,In-Store
O001055,2024-04-25,C0125,P0001,2,388.22,0.05,737.62,In-Store
O001056,2024-12-22,C0123,P0015,3,220.08,0,660.24,Partner
O001057,2024-04-19,C0148,P0005,2,252.32,0.05,479.41,In-Store
O001058,2024-11-05,C0143,P0021,2,43.43,0.2,69.49,Partner
O001059,2025-09-27,C0119,P0013,7,355.88,0,2491.16,Online
O001060,2024-03-08,C0141,P0006,8,163.81,0.05,1244.96,In-Store
O001061,2025-03-21,C0054,P0027,7,125.39,0.2,702.18,Partner
O001062,2025-11-09,C0088,P0018,4,276.28,0,1105.12,Partner
O001063,2025-08-29,C0020,P0024,8,283.93,0,2271.44,Partner
O001064,2025-03-31,C0119,P0011,2,382.02,0.2,611.23,Online
O001065,2024-04-21,C0079,P0013,2,355.88,0.1,640.58,Partner
O001066,2025-05-21,C0153,P0025,7,47.4,0,331.8,Partner
O001067,2024-05-22,C0170,P0002,2,37.33,0,74.66,Partner
O001068,2024-05-30,C0194,P0021,1,43.43,0.2,34.74,Partner
O001069,2025-09-22,C0039,P0015,5,220.08,0.05,1045.38,Partner
O001070,2024-11-20,C0115,P0007,4,39.48,0.15,134.23,In-Store
O001071,2024-12-18,C0146,P0026,5,73.21,0.05,347.75,Online
O001072,2024-05-10,C0150,P0001,7,388.22,0.2,2174.03,In-Store
O001073,2025-12-21,C0016,P0012,1,253.71,0,253.71,Partner
O001074,2024-02-01,C0092,P0004,5,111.89,0.2,447.56,Online
O001075,2024-11-21,C0111,P0023,7,306.06,0.15,1821.06,Partner
O001076,2025-07-12,C0098,P0013,7,355.88,0.05,2366.6,Online
O001077,2024-07-11,C0170,P0006,8,163.81,0,1310.48,Partner
O001078,2025-03-03,C0099,P0027,6,125.39,0.2,601.87,Online
O001079,2024-01-12,C0074,P0028,3,19.35,0,58.05,Online
O001080,2025-05-13,C0166,P0001,3,388.22,0.15,989.96,Partner
O001081,2025-10-19,C0112,P0005,2,252.32,0,504.64,In-Store
O001082,2024-07-03,C0117,P0029,7,135.15,0.1,851.45,In-Store
O001083,2024-12-29,C0131,P0014,8,199.28,0.05,1514.53,Online
O001084,2025-05-25,C0048,P0014,1,199.28,0.1,179.35,Partner
O001085,2025-07-13,C0061,P0023,5,306.06,0.05,1453.78,Partner
O001086,2025-05-09,C0094,P0002,1,37.33,0.1,33.6,Partner
O001087,2024-03-22,C0095,P0004,8,111.89,0.15,760.85,Online
O001088,2025-06-13,C0187,P0024,5,283.93,0.05,1348.67,Online
O001089,2025-04-28,C0134,P0029,2,135.15,0,270.3,Partner
O001090,2025-10-10,C0190,P0022,2,391.51,0.15,665.57,Partner
O001091,2025-07-01,C0149,P0010,1,217.18,0,217.18,Online
O001092,2024-12-05,C0121,P0015,8,220.08,0.1,1584.58,In-Store
O001093,2024-06-20,C0091,P0026,5,73.21,0,366.05,Online
O001094,2025-07-31,C0178,P0030,5,30.0,0.15,127.5,In-Store
O001095,2024-06-22,C0016,P0021,8,43.43,0.1,312.7,Partner
O001096,2025-10-01,C0014,P0022,5,391.51,0.2,1566.04,Online
O001097,2025-06-01,C0074,P0016,2,250.04,0,500.08,Online
O001098,2024-10-14,C0072,P0009,3,272.35,0.1,735.35,In-Store
O001099,2024-06-27,C0066,P0001,2,388.22,0.1,698.8,Partner
O001100,2024-06-28,C0190,P0005,8,252.32,0,2018.56,In-Store
O001101,2025-06-24,C0180,P0008,8,136.8,0,1094.4,Online
O001102,2024-06-06,C0088,P0003,3,314.36,0.1,848.77,In-Store
O001103,2025-11-07,C0193,P0014,7,199.28,0,1394.96,In-Store
O001104,2025-08-14,C0186,P0021,3,43.43,0,130.29,Partner
O001105,2024-04-28,C0089,P0002,5,37.33,0.2,149.32,Online
O001106,2024-11-04,C0043,P0015,7,220.08,0.05,1463.53,In-Store
O001107,2025-11-30,C0192,P0025,4,47.4,0.05,180.12,Partner
O001108,2025-06-27,C0100,P0016,5,250.04,0,1250.2,In-Store
O001109,2025-11-25,C0004,P0010,8,217.18,0.05,1650.57,In-Store
O001110,2025-06-28,C0136,P0022,1,391.51,0,391.51,Partner
O001111,2025-10-29,C0091,P0028,7,19.35,0.1,121.91,In-Store
O001112,2024-04-10,C0086,P0009,5,272.35,0.2,1089.4,In-Store
O001113,2025-11-22,C0168,P0019,7,120.65,0.05,802.32,Partner
O001114,2024-12-11,C0062,P0024,4,283.93,0.1,1022.15,Partner
O001115,2024-01-11,C0177,P0006,6,163.81,0.1,884.57,Partner
O001116,2025-02-25,C0003,P0027,2,125.39,0,250.78,Online
O001117,2024-08-12,C0135,P0004,8,111.89,0,895.12,Partner
O001118,2024-01-25,C0073,P0009,4,272.35,0,1089.4,Partner
O001119,2025-10-15,C0024,P0002,4,37.33,0.1,134.39,Online
O001120,2025-09-11,C0182,P0004,2,111.89,0.2,179.02,Online
O001121,2025-12-13,C0097,P0022,3,391.51,0,1174.53,Online
O001122,2024-03-18,C0065,P0010,8,217.18,0.15,1476.82,Partner
O001123,2025-03-13,C0117,P0030,5,30.0,0.2,120.0,Partner
O001124,2024-06-14,C0171,P0025,6,47.4,0,284.4,Online
O001125,2025-02-01,C0071,P0025,1,47.4,0.05,45.03,In-Store
O001126,2025-03-27,C0016,P0009,5,272.35,0,1361.75,Online
O001127,2025-02-06,C0126,P0030,4,30.0,0.1,108.0,Online
O001128,2025-07-07,C0166,P0016,2,250.04,0,500.08,In-Store
O001129,2024-09-22,C0056,P0020,2,97.17,0.05,184.62,Online
O001130,2024-09-13,C0009,P0003,2,314.36,0.1,565.85,In-Store
O001131,2025-10-30,C0005,P0029,8,135.15,0,1081.2,Partner
O001132,2025-02-03,C0001,P0030,1,30.0,0.15,25.5,In-Store
O001133,2025-08-11,C0039,P0023,6,306.06,0.05,1744.54,Online
O001134,2025-03-22,C0132,P0023,8,306.06,0.05,2326.06,In-Store
O001135,2024-08-19,C0187,P0025,2,47.4,0.1,85.32,Online
O001136,2025-08-03,C0099,P0023,8,306.06,0,2448.48,Partner
O001137,2024-02-26,C0092,P0011,5,382.02,0.05,1814.59,Partner
O001138,2024-12-14,C0166,P0003,6,314.36,0.1,1697.54,Online
O001139,2024-07-26,C0118,P0025,5,47.4,0.15,201.45,Online
O001140,2024-07-14,C0142,P0002,7,37.33,0.15,222.11,In-Store
O001141,2025-12-06,C0179,P0013,2,355.88,0.15,605.0,In-Store
O001142,2024-07-13,C0125,P0003,8,314.36,0.15,2137.65,Online
O001143,2025-08-30,C0010,P0007,1,39.48,0.15,33.56,Online
O001144,2025-07-07,C0126,P0013,2,355.88,0.2,569.41,Partner
O001145,2024-02-07,C0079,P0016,8,250.04,0,2000.32,In-Store
O001146,2024-05-01,C0015,P0011,1,382.02,0.05,362.92,Online
O001147,2025-07-03,C0168,P0022,8,391.51,0.15,2662.27,Online
O001148,2024-02-07,C0190,P0019,4,120.65,0,482.6,Partner
O001149,2025-09-25,C0037,P0016,1,250.04,0.05,237.54,Online
O001150,2024-06-25,C0063,P0023,3,306.06,0,918.18,Partner
O001151,2024-04-09,C0013,P0029,5,135.15,0.2,540.6,In-Store
O001152,2024-04-18,C0157,P0006,2,163.81,0.2,262.1,Online
O001153,2024-07-26,C0128,P0020,4,97.17,0,388.68,In-Store
O001154,2024-05-03,C0087,P0026,7,73.21,0,512.47,Partner
O001155,2024-08-06,C0148,P0018,3,276.28,0,828.84,Online
O001156,2024-05-03,C0152,P0006,6,163.81,0,982.86,In-Store
O001157,2025-12-14,C0037,P0025,7,47.4,0,331.8,In-Store
O001158,2025-08-18,C0142,P0006,8,163.81,0,1310.48,Online
O001159,2024-06-10,C0035,P0004,7,111.89,0.2,626.58,Online
O001160,2024-07-02,C0125,P0003,1,314.36,0,314.36,Online
O001161,2025-12-11,C0181,P0021,5,43.43,0.05,206.29,In-Store
O001162,2025-10-17,C0178,P0005,4,252.32,0,1009.28,In-Store
O001163,2024-06-27,C0134,P0015,7,220.08,0,1540.56,Partner
O001164,2025-05-26,C0178,P0002,3,37.33,0.15,95.19,Partner
O001165,2025-03-04,C0023,P0021,5,43.43,0,217.15,Online
O001166,2025-06-26,C0143,P0008,4,136.8,0,547.2,Online
O001167,2025-10-03,C0159,P0012,4,253.71,0.05,964.1,Partner
O001168,2024-04-25,C0054,P0009,1,272.35,0,272.35,Online
O001169,2024-06-29,C0176,P0028,8,19.35,0.05,147.06,Online
O001170,2025-10-22,C0172,P0030,1,30.0,0,30.0,In-Store
O001171,2024-12-08,C0073,P0007,7,39.48,0,276.36,Partner
O001172,2024-02-23,C0195,P0015,1,220.08,0,220.08,Partner
O001173,2025-06-11,C0046,P0006,1,163.81,0.05,155.62,Online
O001174,2025-03-31,C0019,P0029,4,135.15,0.15,459.51,Partner
O001175,2025-11-24,C0149,P0011,7,382.02,0,2674.14,In-Store
O001176,2024-08-21,C0059,P0025,2,47.4,0,94.8,Online
O001177,2024-07-23,C0061,P0024,7,283.93,0.2,1590.01,In-Store
O001178,2025-05-11,C0057,P0003,8,314.36,0.1,2263.39,Online
O001179,2025-04-10,C0112,P0005,4,252.32,0.1,908.35,Online
O001180,2024-07-17,C0100,P0012,3,253.71,0.05,723.07,Partner
O001181,2024-05-10,C0092,P0009,4,272.35,0,1089.4,Online
O001182,2024-05-19,C0178,P0019,1,120.65,0,120.65,Online
O001183,2024-12-17,C0120,P0015,7,220.08,0,1540.56,Online
O001184,2025-10-15,C0076,P0020,3,97.17,0.2,233.21,Partner
O001185,2025-02-25,C0044,P0019,4,120.65,0,482.6,Partner
O001186,2025-04-29,C0126,P0028,4,19.35,0.1,69.66,In-Store
O001187,2024-09-09,C0072,P0001,7,388.22,0.15,2309.91,Online
O001188,2024-06-01,C0084,P0014,4,199.28,0.1,717.41,Partner
O001189,2025-04-26,C0002,P0014,1,199.28,0,199.28,Partner
O001190,2025-06-27,C0197,P0017,1,100.03,0.05,95.03,In-Store
O001191,2025-05-22,C0123,P0026,2,73.21,0.05,139.1,Online
O001192,2025-02-20,C0022,P0018,1,276.28,0.15,234.84,Online
O001193,2025-10-25,C0034,P0012,5,253.71,0,1268.55,Online
O001194,2025-12-21,C0005,P0016,5,250.04,0,1250.2,In-Store
O001195,2025-04-19,C0147,P0024,1,283.93,0.05,269.73,Online
O001196,2025-01-14,C0181,P0013,3,355.88,0.2,854.11,Partner
O001197,2025-10-04,C0119,P0023,1,306.06,0.2,244.85,Online
O001198,2024-02-03,C0099,P0029,6,135.15,0.1,729.81,In-Store
O001199,2025-09-19,C0110,P0025,5,47.4,0.15,201.45,Partner
O001200,2025-12-02,C0148,P0026,4,73.21,0.2,234.27,Online
O001201,2024-02-26,C0159,P0029,6,135.15,0.15,689.27,Partner
O001202,2025-01-27,C0173,P0012,1,253.71,0,253.71,In-Store
O001203,2025-01-10,C0120,P0020,1,97.17,0,97.17,Online
O001204,2025-12-27,C0166,P0018,2,276.28,0.1,497.3,Online
O001205,2024-04-26,C0036,P0011,4,382.02,0.1,1375.27,Partner
O001206,2024-08-18,C0123,P0024,4,283.93,0.2,908.58,In-Store
O001207,2025-11-27,C0091,P0029,5,135.15,0.1,608.18,In-Store
O001208,2024-12-19,C0071,P0002,2,37.33,0,74.66,In-Store
O001209,2025-12-27,C0125,P0017,2,100.03,0.05,190.06,Partner
O001210,2025-09-27,C0174,P0027,5,125.39,0.05,595.6,In-Store
O001211,2025-04-13,C0173,P0023,2,306.06,0,612.12,Online
O001212,2024-03-19,C0021,P0013,3,355.88,0,1067.64,Online
O001213,2024-05-31,C0043,P0009,2,272.35,0.15,463.0,In-Store
O001214,2025-10-04,C0039,P0028,4,19.35,0.1,69.66,Online
O001215,2024-12-21,C0076,P0014,3,199.28,0.05,567.95,In-Store
O001216,2024-07-12,C0114,P0024,1,283.93,0,283.93,Online
O001217,2025-06-16,C0006,P0028,4,19.35,0.2,61.92,Partner
O001218,2025-10-23,C0086,P0014,6,199.28,0.15,1016.33,In-Store
O001219,2024-11-07,C0125,P0019,8,120.65,0.05,916.94,Partner
O001220,2024-09-23,C0034,P0029,5,135.15,0,675.75,Online
O001221,2024-02-18,C0124,P0012,5,253.71,0.2,1014.84,Online
O001222,2025-09-25,C0091,P0010,8,217.18,0,1737.44,Online
O001223,2024-06-28,C0183,P0018,5,276.28,0,1381.4,Partner
O001224,2024-08-31,C0178,P0029,3,135.15,0,405.45,Online
O001225,2024-09-23,C0011,P0011,3,382.02,0.05,1088.76,In-Store
O001226,2024-11-20,C0048,P0007,1,39.48,0.15,33.56,In-Store
O001227,2024-06-15,C0038,P0012,8,253.71,0.1,1826.71,Partner
O001228,2025-05-26,C0078,P0004,1,111.89,0.05,106.3,Online
O001229,2024-01-05,C0118,P0030,6,30.0,0,180.0,Partner
O001230,2025-12-23,C0140,P0017,6,100.03,0.15,510.15,In-Store
O001231,2025-08-10,C0122,P0029,5,135.15,0.2,540.6,Partner
O001232,2025-12-06,C0038,P0026,8,73.21,0,585.68,Online
O001233,2025-11-25,C0188,P0016,1,250.04,0,250.04,Partner
O001234,2025-09-24,C0030,P0010,1,217.18,0.05,206.32,Online
O001235,2024-02-26,C0115,P0012,2,253.71,0,507.42,Partner
O001236,2024-10-11,C0165,P0007,4,39.48,0.2,126.34,Online
O001237,2025-11-18,C0006,P0003,8,314.36,0.15,2137.65,Online
O001238,2024-11-21,C0132,P0013,4,355.88,0.05,1352.34,Partner
O001239,2025-01-04,C0155,P0017,1,100.03,0.15,85.03,In-Store
O001240,2025-01-30,C0038,P0023,7,306.06,0,2142.42,In-Store
O001241,2024-11-11,C0004,P0010,6,217.18,0,1303.08,In-Store
O001242,2025-03-30,C0144,P0003,4,314.36,0.15,1068.82,Partner
O001243,2024-06-16,C0107,P0026,8,73.21,0,585.68,Partner
O001244,2025-08-24,C0109,P0024,7,283.93,0,1987.51,Partner
O001245,2025-05-01,C0023,P0005,4,252.32,0,1009.28,Partner
O001246,2024-01-07,C0086,P0003,7,314.36,0,2200.52,In-Store
O001247,2024-06-28,C0164,P0030,5,30.0,0.05,142.5,Partner
O001248,2024-07-09,C0119,P0023,3,306.06,0,918.18,In-Store
O001249,2024-11-05,C0075,P0018,8,276.28,0,2210.24,Partner
O001250,2024-01-28,C0078,P0016,8,250.04,0,2000.32,Online
O001251,2025-10-13,C0040,P0009,5,272.35,0.15,1157.49,In-Store
O001252,2024-07-02,C0032,P0021,5,43.43,0.05,206.29,In-Store
O001253,2024-05-02,C0177,P0021,4,43.43,0,173.72,In-Store
O001254,2025-05-07,C0127,P0003,6,314.36,0.1,1697.54,Partner
O001255,2025-12-03,C0112,P0028,5,19.35,0.15,82.24,In-Store
O001256,2025-06-08,C0178,P0027,2,125.39,0,250.78,Partner
O001257,2025-08-18,C0148,P0001,5,388.22,0,1941.1,Online
O001258,2024-05-18,C0038,P0011,8,382.02,0.15,2597.74,In-Store
O001259,2025-03-05,C0042,P0002,5,37.33,0,186.65,Partner
O001260,2025-06-26,C0092,P0002,5,37.33,0,186.65,Partner
O001261,2025-10-05,C0020,P0017,4,100.03,0.2,320.1,Online
O001262,2024-11-26,C0196,P0004,3,111.89,0.1,302.1,In-Store
O001263,2025-12-02,C0176,P0026,5,73.21,0,366.05,Partner
O001264,2025-08-16,C0177,P0012,2,253.71,0.1,456.68,In-Store
O001265,2024-10-15,C0037,P0001,3,388.22,0.1,1048.19,In-Store
O001266,2024-06-15,C0200,P0016,7,250.04,0,1750.28,Online
O001267,2024-07-11,C0056,P0005,4,252.32,0.2,807.42,Partner
O001268,2025-04-16,C0158,P0023,2,306.06,0.05,581.51,Online
O001269,2025-05-06,C0030,P0027,3,125.39,0,376.17,In-Store
O001270,2025-03-28,C0080,P0023,6,306.06,0,1836.36,Partner
O001271,2025-12-27,C0134,P0025,6,47.4,0,284.4,In-Store
O001272,2024-05-11,C0008,P0024,2,283.93,0,567.86,Partner
O001273,2024-05-08,C0037,P0023,4,306.06,0,1224.24,Online
O001274,2024-04-24,C0034,P0003,7,314.36,0.15,1870.44,Online
O001275,2025-03-17,C0005,P0025,8,47.4,0.2,303.36,Online
O001276,2025-11-06,C0051,P0004,1,111.89,0.2,89.51,Partner
O001277,2024-09-16,C0152,P0002,8,37.33,0,298.64,Online
O001278,2024-04-08,C0017,P0010,1,217.18,0.2,173.74,Online
O001279,2025-11-17,C0155,P0007,4,39.48,0,157.92,In-Store
O001280,2024-10-11,C0008,P0003,3,314.36,0.2,754.46,Partner
O001281,2025-05-27,C0090,P0012,3,253.71,0.2,608.9,Partner
O001282,2025-08-15,C0157,P0008,2,136.8,0,273.6,Online
O001283,2024-06-24,C0136,P0007,4,39.48,0,157.92,Partner
O001284,2025-05-31,C0002,P0024,2,283.93,0,567.86,Partner
O001285,2025-11-20,C0122,P0012,3,253.71,0.05,723.07,Online
O001286,2025-03-10,C0047,P0027,6,125.39,0.05,714.72,Online
O001287,2024-11-17,C0132,P0008,7,136.8,0,957.6,Online
O001288,2025-01-04,C0120,P0004,3,111.89,0.05,318.89,Partner
O001289,2024-12-01,C0074,P0018,1,276.28,0,276.28,In-Store
O001290,2025-09-06,C0030,P0013,5,355.88,0.05,1690.43,Partner
O001291,2025-07-21,C0080,P0022,8,391.51,0,3132.08,In-Store
O001292,2024-03-12,C0075,P0028,7,19.35,0,135.45,In-Store
O001293,2025-11-21,C0174,P0012,3,253.71,0,761.13,In-Store
O001294,2025-06-19,C0173,P0004,7,111.89,0.05,744.07,Partner
O001295,2025-02-08,C0174,P0003,2,314.36,0,628.72,In-Store
O001296,2024-06-21,C0178,P0019,2,120.65,0.15,205.11,Online
O001297,2025-09-01,C0094,P0007,6,39.48,0,236.88,In-Store
O001298,2025-05-26,C0032,P0008,7,136.8,0.15,813.96,In-Store
O001299,2025-10-21,C0196,P0023,5,306.06,0.2,1224.24,In-Store
O001300,2025-06-07,C0092,P0016,7,250.04,0.05,1662.77,In-Store
O001301,2024-05-05,C0038,P0025,8,47.4,0,379.2,In-Store
O001302,2024-05-17,C0126,P0016,4,250.04,0.15,850.14,Online
O001303,2024-03-10,C0026,P0024,1,283.93,0.2,227.14,In-Store
O001304,2025-09-11,C0174,P0001,3,388.22,0.05,1106.43,Partner
O001305,2025-09-30,C0084,P0005,5,252.32,0.1,1135.44,Online
O001306,2025-04-22,C0195,P0003,8,314.36,0.2,2011.9,Online
O001307,2025-05-31,C0076,P0022,8,391.51,0.05,2975.48,In-Store
O001308,2024-02-02,C0139,P0011,1,382.02,0.2,305.62,In-Store
O001309,2025-01-20,C0031,P0013,8,355.88,0,2847.04,In-Store
O001310,2025-07-24,C0118,P0002,1,37.33,0,37.33,Partner
O001311,2025-03-17,C0200,P0010,3,217.18,0.05,618.96,Online
O001312,2024-04-22,C0080,P0023,7,306.06,0.05,2035.3,Partner
O001313,2025-07-29,C0173,P0016,8,250.04,0.05,1900.3,Online
O001314,2025-05-21,C0130,P0002,7,37.33,0,261.31,Partner
O001315,2024-10-18,C0097,P0020,6,97.17,0.2,466.42,In-Store
O001316,2025-01-10,C0016,P0001,1,388.22,0,388.22,In-Store
O001317,2025-10-02,C0190,P0019,1,120.65,0.2,96.52,In-Store
O001318,2024-12-31,C0098,P0004,7,111.89,0,783.23,In-Store
O001319,2024-08-28,C0090,P0002,4,37.33,0,149.32,Partner
O001320,2024-03-08,C0080,P0019,2,120.65,0.15,205.11,In-Store
O001321,2025-07-05,C0030,P0011,3,382.02,0,1146.06,In-Store
O001322,2025-06-11,C0010,P0015,7,220.08,0.1,1386.5,In-Store
O001323,2024-01-23,C0069,P0001,8,388.22,0.1,2795.18,In-Store
O001324,2025-08-09,C0097,P0019,7,120.65,0,844.55,Online
O001325,2025-05-23,C0126,P0004,4,111.89,0,447.56,Partner
O001326,2025-09-21,C0196,P0022,6,391.51,0,2349.06,In-Store
O001327,2025-10-12,C0094,P0014,4,199.28,0.05,757.26,Online
O001328,2024-02-18,C0138,P0007,5,39.48,0,197.4,In-Store
O001329,2024-04-04,C0147,P0013,4,355.88,0.1,1281.17,Partner
O001330,2024-03-09,C0149,P0004,6,111.89,0,671.34,Partner
O001331,2024-12-21,C0136,P0016,7,250.04,0,1750.28,Online
O001332,2024-11-03,C0167,P0027,5,125.39,0.1,564.26,In-Store
O001333,2025-02-28,C0170,P0018,6,276.28,0,1657.68,In-Store
O001334,2025-07-14,C0065,P0020,8,97.17,0.15,660.76,Online
O001335,2025-05-26,C0005,P0021,3,43.43,0.1,117.26,Online
O001336,2025-10-15,C0170,P0027,8,125.39,0,1003.12,Partner
O001337,2025-10-03,C0158,P0028,7,19.35,0.1,121.91,Online
O001338,2024-05-31,C0134,P0007,6,39.48,0.05,225.04,Online
O001339,2025-03-21,C0039,P0024,5,283.93,0.2,1135.72,In-Store
O001340,2024-07-27,C0082,P0028,2,19.35,0.15,32.9,In-Store
O001341,2024-06-13,C0069,P0027,5,125.39,0.15,532.91,In-Store
O001342,2024-09-01,C0176,P0020,4,97.17,0.05,369.25,Online
O001343,2024-11-13,C0039,P0007,1,39.48,0,39.48,In-Store
O001344,2025-10-24,C0125,P0018,7,276.28,0.05,1837.26,Online
O001345,2024-01-30,C0052,P0006,5,163.81,0,819.05,In-Store
O001346,2024-02-13,C0072,P0022,3,391.51,0.15,998.35,Partner
O001347,2024-03-26,C0125,P0026,1,73.21,0,73.21,In-Store
O001348,2025-01-07,C0155,P0010,2,217.18,0.05,412.64,Partner
O001349,2024-05-23,C0169,P0029,2,135.15,0.05,256.79,Online
O001350,2025-11-11,C0029,P0019,2,120.65,0.1,217.17,Partner
O001351,2024-04-02,C0199,P0030,5,30.0,0.05,142.5,Online
O001352,2025-08-21,C0154,P0004,6,111.89,0,671.34,Partner
O001353,2024-08-11,C0100,P0026,4,73.21,0.05,278.2,Online
O001354,2025-03-26,C0028,P0006,4,163.81,0,655.24,In-Store
O001355,2025-06-30,C0066,P0028,1,19.35,0.05,18.38,In-Store
O001356,2025-03-09,C0180,P0004,6,111.89,0.1,604.21,In-Store
O001357,2024-05-28,C0175,P0008,5,136.8,0.2,547.2,In-Store
O001358,2024-11-11,C0122,P0023,6,306.06,0.2,1469.09,Online
O001359,2025-11-09,C0166,P0029,1,135.15,0.2,108.12,Online
O001360,2025-07-19,C0177,P0030,4,30.0,0,120.0,In-Store
O001361,2025-12-02,C0080,P0021,6,43.43,0.2,208.46,Online
O001362,2025-03-29,C0137,P0028,4,19.35,0.2,61.92,In-Store
O001363,2024-11-04,C0003,P0030,7,30.0,0,210.0,Online
O001364,2024-06-13,C0194,P0008,5,136.8,0,684.0,In-Store
O001365,2024-02-04,C0162,P0011,7,382.02,0.2,2139.31,In-Store
O001366,2025-02-26,C0021,P0027,8,125.39,0.05,952.96,In-Store
O001367,2024-06-13,C0184,P0014,2,199.28,0.2,318.85,Partner
O001368,2025-03-06,C0067,P0017,2,100.03,0,200.06,Partner
O001369,2025-12-12,C0187,P0027,6,125.39,0.05,714.72,Online
O001370,2025-03-30,C0196,P0002,3,37.33,0.15,95.19,Partner
O001371,2025-10-05,C0035,P0001,7,388.22,0,2717.54,In-Store
O001372,2024-06-10,C0081,P0019,2,120.65,0,241.3,Online
O001373,2025-08-31,C0133,P0023,3,306.06,0.2,734.54,Partner
O001374,2025-05-04,C0106,P0026,6,73.21,0.05,417.3,Partner
O001375,2025-08-30,C0035,P0009,3,272.35,0.15,694.49,In-Store
